,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
165501,13/02/2017 14:54,13/02/2017 15:09,863,Wolcott Ave & Polk St,Clinton St & Washington Blvd,Subscriber,Male,1969
954416,25/05/2017 17:24,25/05/2017 17:31,383,Orleans St & Ohio St,Clinton St & Washington Blvd,Subscriber,Male,1981
527768,13/04/2017 17:37,13/04/2017 17:59,1322,Desplaines St & Kinzie St,Sangamon St & Washington Blvd (*),Subscriber,Female,1978
1156328,7/06/2017 13:59,7/06/2017 14:02,201,Sedgwick St & Huron St,Kingsbury St & Kinzie St,Subscriber,Male,1979
132254,6/02/2017 9:36,6/02/2017 9:52,957,Clark St & Leland Ave,Broadway & Ridge Ave,Subscriber,Female,1960
1140644,6/06/2017 15:05,6/06/2017 15:08,197,Halsted St & Willow St,Halsted St & Dickens Ave,Subscriber,Male,1984
887943,18/05/2017 16:39,18/05/2017 16:47,500,Franklin St & Chicago Ave,Franklin St & Lake St,Subscriber,Male,1965
1541842,30/06/2017 13:48,30/06/2017 14:13,1529,Clark St & Lincoln Ave,Clark St & Lake St,Customer,,
959137,26/05/2017 6:04,26/05/2017 6:08,253,Financial Pl & Congress Pkwy,Canal St & Monroe St (*),Subscriber,Male,1963
1243183,12/06/2017 9:43,12/06/2017 9:58,905,State St & Randolph St,Streeter Dr & Grand Ave,Subscriber,Female,1978
1462466,25/06/2017 15:09,25/06/2017 15:30,1282,Paulina St & 18th St,Damen Ave & Chicago Ave,Customer,,
1239988,12/06/2017 6:43,12/06/2017 6:50,392,Ogden Ave & Race Ave,Green St & Madison St,Subscriber,Male,1984
1383677,21/06/2017 8:22,21/06/2017 8:24,108,Wood St & Division St,Ashland Ave & Division St,Subscriber,Male,1990
364649,19/03/2017 22:39,19/03/2017 23:16,2201,Sheridan Rd & Montrose Ave,Clarendon Ave & Junior Ter,Subscriber,Female,1977
1104777,4/06/2017 12:14,4/06/2017 12:39,1512,Clark St & Armitage Ave,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1989
1128408,5/06/2017 17:39,5/06/2017 18:09,1831,Michigan Ave & Oak St,Clinton St & Roosevelt Rd,Subscriber,Female,1983
635646,23/04/2017 14:28,23/04/2017 15:00,1937,Dusable Harbor,Clark St & Schiller St,Customer,,
200941,18/02/2017 13:35,18/02/2017 14:13,2279,Hampden Ct & Diversey Pkwy,Milwaukee Ave & Wabansia Ave,Customer,,
620450,21/04/2017 19:13,21/04/2017 19:25,737,Aberdeen St & Monroe St,Carpenter St & Huron St,Subscriber,Male,1986
591507,18/04/2017 21:23,18/04/2017 21:50,1656,Sheffield Ave & Waveland Ave,Clark St & Elm St,Subscriber,Female,1989
763995,8/05/2017 17:29,8/05/2017 17:39,627,Franklin St & Jackson Blvd,Franklin St & Chicago Ave,Subscriber,Male,1975
1187636,9/06/2017 8:56,9/06/2017 8:59,172,Wells St & Concord Ln,Wells St & Evergreen Ave,Subscriber,Female,1986
80745,24/01/2017 10:51,24/01/2017 11:12,1208,Streeter Dr & Grand Ave,Canal St & Monroe St (*),Subscriber,Male,1985
760491,8/05/2017 12:00,8/05/2017 12:07,429,Clark St & Lake St,Dearborn St & Erie St,Subscriber,Male,1963
395735,24/03/2017 15:32,24/03/2017 15:52,1249,Sedgwick St & Webster Ave,Western Ave & Winnebago Ave,Subscriber,Female,1964
1063007,2/06/2017 5:52,2/06/2017 5:55,223,Columbus Dr & Randolph St,Wabash Ave & Adams St,Subscriber,Male,1979
1550326,30/06/2017 21:03,30/06/2017 21:27,1479,Streeter Dr & Grand Ave,Wacker Dr & Washington St,Customer,,
422563,29/03/2017 18:02,29/03/2017 18:09,390,State St & Van Buren St,Indiana Ave & Roosevelt Rd,Subscriber,Male,1963
442488,2/04/2017 14:39,2/04/2017 15:01,1330,Sheffield Ave & Webster Ave,Clinton St & Jackson Blvd,Subscriber,Male,1983
919854,22/05/2017 11:44,22/05/2017 12:08,1419,Montrose Harbor,Lake Shore Dr & Belmont Ave,Customer,,
602414,20/04/2017 8:18,20/04/2017 8:26,472,Canal St & Madison St,Michigan Ave & Washington St,Subscriber,Male,1969
1047148,1/06/2017 7:00,1/06/2017 7:04,278,Sangamon St & Washington Blvd (*),Clinton St & Madison St,Subscriber,Male,1987
943779,24/05/2017 17:41,24/05/2017 18:02,1294,Racine Ave & Fullerton Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1988
519940,12/04/2017 16:31,12/04/2017 17:03,1904,Clinton St & Roosevelt Rd,LaSalle St & Washington St,Customer,,
343187,14/03/2017 21:40,14/03/2017 21:53,773,Canal St & Adams St,Columbus Dr & Randolph St,Subscriber,Male,1955
954005,25/05/2017 17:12,25/05/2017 17:16,287,Canal St & Madison St,Desplaines St & Kinzie St,Subscriber,Male,1987
1245581,12/06/2017 13:36,12/06/2017 15:04,5246,Michigan Ave & Oak St,Streeter Dr & Grand Ave,Customer,,
748995,6/05/2017 20:28,6/05/2017 20:46,1097,Clark St & Randolph St,Dearborn St & Erie St,Customer,,
1300491,16/06/2017 0:03,16/06/2017 0:07,237,Wood St & Milwaukee Ave,Damen Ave & Division St,Subscriber,Male,1990
918044,22/05/2017 8:50,22/05/2017 9:01,652,Dearborn Pkwy & Delaware Pl,Clinton St & Washington Blvd,Subscriber,Male,1987
1516878,28/06/2017 18:26,28/06/2017 18:32,387,Daley Center Plaza,Clinton St & Lake St,Subscriber,Male,1988
1489599,27/06/2017 7:47,27/06/2017 7:53,381,Ogden Ave & Race Ave,Green St & Madison St,Subscriber,Male,1984
850260,16/05/2017 7:32,16/05/2017 7:56,1452,Broadway & Barry Ave,LaSalle St & Illinois St,Subscriber,Male,1993
1385684,21/06/2017 10:25,21/06/2017 10:42,1056,Desplaines St & Randolph St,State St & Harrison St,Subscriber,Male,1991
253396,23/02/2017 16:10,23/02/2017 16:27,987,McClurg Ct & Erie St,State St & Harrison St,Subscriber,Male,1988
120684,2/02/2017 17:51,2/02/2017 18:04,752,State St & Van Buren St,Fairbanks Ct & Grand Ave,Subscriber,Female,1998
803235,12/05/2017 16:52,12/05/2017 17:05,798,Franklin St & Lake St,Wells St & Evergreen Ave,Subscriber,Male,1991
555503,15/04/2017 19:21,15/04/2017 19:33,737,Southport Ave & Wrightwood Ave,Southport Ave & Waveland Ave,Subscriber,Female,1983
7325,3/01/2017 17:57,3/01/2017 18:06,523,Artesian Ave & Hubbard St,Damen Ave & Augusta Blvd,Subscriber,Male,1989
264023,26/02/2017 15:54,26/02/2017 16:49,3336,Michigan Ave & Jackson Blvd,Michigan Ave & Jackson Blvd,Customer,,
1316159,16/06/2017 23:30,16/06/2017 23:39,556,Fairbanks Ct & Grand Ave,Wacker Dr & Washington St,Subscriber,Male,1994
1647,1/01/2017 21:06,1/01/2017 21:10,268,Sedgwick St & Webster Ave,Halsted St & Wrightwood Ave,Subscriber,Male,1984
42280,16/01/2017 14:54,16/01/2017 15:09,865,Field Museum,Millennium Park,Subscriber,Male,1992
178170,15/02/2017 14:45,15/02/2017 14:59,843,State St & Van Buren St,Clinton St & 18th St,Subscriber,Male,1985
1204934,10/06/2017 9:59,10/06/2017 10:17,1116,Wells St & Polk St,Dusable Harbor,Subscriber,Male,1977
1135183,6/06/2017 8:06,6/06/2017 8:26,1223,Damen Ave & Foster Ave,Broadway & Granville Ave,Subscriber,Female,1992
1473181,26/06/2017 8:30,26/06/2017 10:38,7701,Lake Shore Dr & Monroe St,Wacker Dr & Washington St,Customer,,
128571,5/02/2017 12:17,5/02/2017 12:25,481,Lake Shore Dr & Wellington Ave,Broadway & Barry Ave,Subscriber,Male,1959
1068054,2/06/2017 11:51,2/06/2017 12:09,1051,Ogden Ave & Chicago Ave,Clark St & Elm St,Subscriber,Female,1982
1325099,17/06/2017 15:01,17/06/2017 15:20,1152,Wabash Ave & 8th St,MLK Jr Dr & 29th St,Subscriber,Male,1992
1521567,29/06/2017 7:39,29/06/2017 7:46,401,Canal St & Monroe St (*),Michigan Ave & Washington St,Subscriber,Male,1979
111009,31/01/2017 18:21,31/01/2017 18:28,442,Ravenswood Ave & Lawrence Ave,Lincoln Ave & Belle Plaine Ave,Subscriber,Male,1967
962850,26/05/2017 11:29,26/05/2017 11:44,898,Orleans St & Merchandise Mart Plaza,Bissell St & Armitage Ave,Subscriber,Male,1993
1544175,30/06/2017 15:47,30/06/2017 15:56,536,Clark St & Randolph St,Clark St & Elm St,Subscriber,Male,1988
1424947,23/06/2017 16:01,23/06/2017 16:24,1391,Hermitage Ave & Polk St,Ashland Ave & Augusta Blvd,Subscriber,Male,1993
461569,6/04/2017 13:37,6/04/2017 13:42,306,Desplaines St & Jackson Blvd,Wacker Dr & Washington St,Subscriber,Male,1964
1171313,8/06/2017 11:13,8/06/2017 11:30,1070,McClurg Ct & Erie St,Ritchie Ct & Banks St,Subscriber,Male,1969
533191,14/04/2017 12:00,14/04/2017 12:22,1327,St. Clair St & Erie St,Lake Shore Dr & Monroe St,Customer,,
325584,9/03/2017 13:08,9/03/2017 13:14,365,Financial Pl & Congress Pkwy,Michigan Ave & Jackson Blvd,Subscriber,Male,1955
769275,9/05/2017 12:58,9/05/2017 13:10,684,Franklin St & Chicago Ave,St. Clair St & Erie St,Subscriber,Male,1980
694437,28/04/2017 17:26,28/04/2017 17:31,339,Paulina St & Howard St,Ridge Blvd & Touhy Ave,Subscriber,Male,1977
1092892,3/06/2017 16:31,3/06/2017 16:39,487,Damen Ave & Cortland St,Humboldt Blvd & Armitage Ave,Subscriber,Female,1988
343559,15/03/2017 7:30,15/03/2017 7:36,359,Wood St & Milwaukee Ave,Marshfield Ave & Cortland St,Subscriber,Male,1989
580692,18/04/2017 7:58,18/04/2017 8:09,673,Clinton St & Madison St,Dearborn St & Erie St,Subscriber,Male,1971
18745,8/01/2017 13:23,8/01/2017 13:28,333,State St & Harrison St,Wells St & Polk St,Subscriber,Male,1954
794580,12/05/2017 5:51,12/05/2017 5:58,434,Ashland Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1990
1372380,20/06/2017 15:55,20/06/2017 16:03,474,Ogden Ave & Congress Pkwy,Ashland Ave & Grand Ave,Subscriber,Male,1984
862604,16/05/2017 19:21,16/05/2017 19:35,849,Oakley Ave & Irving Park Rd,Damen Ave & Clybourn Ave,Subscriber,Female,1955
273417,28/02/2017 7:39,28/02/2017 7:45,359,Kingsbury St & Kinzie St,Michigan Ave & Lake St,Subscriber,Male,1991
418094,29/03/2017 7:27,29/03/2017 7:33,362,LaSalle St & Illinois St,Fairbanks Ct & Grand Ave,Subscriber,Male,1989
1160651,7/06/2017 17:29,7/06/2017 17:46,987,Daley Center Plaza,Kingsbury St & Erie St,Subscriber,Male,1957
1314112,16/06/2017 19:41,16/06/2017 20:08,1621,Lake Shore Dr & Monroe St,Clinton St & 18th St,Customer,,
632189,23/04/2017 11:37,23/04/2017 12:53,4569,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
543142,15/04/2017 11:38,15/04/2017 14:49,11482,State St & Pearson St,State St & Pearson St,Customer,,
564538,16/04/2017 16:59,16/04/2017 17:25,1582,Pine Grove Ave & Irving Park Rd,Lake Shore Dr & North Blvd,Subscriber,Male,1986
1447928,24/06/2017 17:27,24/06/2017 17:36,517,Wabash Ave & 16th St,Federal St & Polk St,Subscriber,Male,1988
1161837,7/06/2017 18:01,7/06/2017 18:24,1374,Franklin St & Monroe St,Cannon Dr & Fullerton Ave,Subscriber,Male,1988
994753,28/05/2017 17:34,28/05/2017 17:51,999,Halsted St & Roscoe St,Broadway & Ridge Ave,Subscriber,Male,1970
1509851,28/06/2017 8:42,28/06/2017 8:54,721,California Ave & Milwaukee Ave,Central Park Ave & North Ave,Subscriber,Male,1988
1404482,22/06/2017 11:04,22/06/2017 11:21,987,Ashland Ave & Division St,Damen Ave & Madison St,Customer,,
823105,14/05/2017 7:14,14/05/2017 7:19,279,Greenwood Ave & 47th St,Cottage Grove Ave & 47th St,Subscriber,Male,1966
575431,17/04/2017 16:50,17/04/2017 16:57,419,Michigan Ave & Washington St,Canal St & Adams St,Subscriber,Male,1981
746374,6/05/2017 15:36,6/05/2017 15:49,810,McClurg Ct & Erie St,Lake Shore Dr & North Blvd,Subscriber,Male,1993
863352,16/05/2017 20:04,16/05/2017 20:26,1292,Montrose Harbor,Halsted St & Wrightwood Ave,Subscriber,Male,1993
1181708,8/06/2017 19:24,8/06/2017 20:04,2381,Streeter Dr & Grand Ave,Clark St & Armitage Ave,Customer,,
298198,5/03/2017 13:21,5/03/2017 13:33,713,Kingsbury St & Kinzie St,Aberdeen St & Monroe St,Subscriber,Female,1988
1123292,5/06/2017 12:51,5/06/2017 13:08,1009,Wells St & Concord Ln,Franklin St & Monroe St,Subscriber,Female,1991
266375,27/02/2017 8:06,27/02/2017 8:13,434,Canal St & Adams St,Clark St & Lake St,Subscriber,Male,1979
77795,23/01/2017 18:50,23/01/2017 18:56,387,Indiana Ave & Roosevelt Rd,Michigan Ave & Washington St,Subscriber,Male,1990
559665,16/04/2017 11:57,16/04/2017 11:59,159,Wabash Ave & Grand Ave,LaSalle St & Illinois St,Subscriber,Male,1989
626308,22/04/2017 15:22,22/04/2017 15:28,359,Wilton Ave & Belmont Ave,Racine Ave & Belmont Ave,Customer,,
1271313,13/06/2017 21:45,13/06/2017 21:54,512,Franklin St & Jackson Blvd,Kingsbury St & Erie St,Subscriber,Male,1986
1163770,7/06/2017 19:17,7/06/2017 19:29,720,LaSalle St & Jackson Blvd,Dearborn St & Erie St,Subscriber,Male,1973
148057,9/02/2017 12:40,9/02/2017 12:44,251,Broadway & Berwyn Ave,Clark St & Berwyn Ave,Subscriber,Male,1987
657136,25/04/2017 8:47,25/04/2017 8:57,604,Kingsbury St & Erie St,McClurg Ct & Erie St,Subscriber,Male,1976
275028,28/02/2017 10:03,28/02/2017 10:16,795,Damen Ave & Augusta Blvd,Winchester Ave & Elston Ave,Subscriber,Male,1972
395402,24/03/2017 15:10,24/03/2017 15:19,555,Franklin St & Monroe St,Aberdeen St & Monroe St,Subscriber,Male,1987
854604,16/05/2017 12:48,16/05/2017 13:03,895,Wells St & Huron St,McClurg Ct & Illinois St,Customer,,
409936,27/03/2017 18:35,27/03/2017 18:43,514,Racine Ave & Belmont Ave,Broadway & Waveland Ave,Subscriber,Male,1965
975576,27/05/2017 14:44,27/05/2017 14:48,256,Millennium Park,Millennium Park,Customer,,
417778,29/03/2017 6:40,29/03/2017 6:53,809,Columbus Dr & Randolph St,Morgan St & Lake St,Subscriber,Male,1987
1509730,28/06/2017 8:38,28/06/2017 8:48,589,Sangamon St & Washington Blvd (*),Michigan Ave & Washington St,Subscriber,Male,1973
215696,19/02/2017 14:30,19/02/2017 14:34,275,Clark St & Randolph St,State St & Kinzie St,Subscriber,Male,1988
377052,21/03/2017 18:17,21/03/2017 18:32,877,Larrabee St & Oak St,Aberdeen St & Monroe St,Subscriber,Female,1985
1127445,5/06/2017 17:13,5/06/2017 17:35,1319,Cannon Dr & Fullerton Ave,Michigan Ave & Oak St,Customer,,
301682,6/03/2017 7:11,6/03/2017 7:17,336,Western Ave & Howard St,Paulina St & Howard St,Subscriber,Male,1977
1186684,9/06/2017 8:15,9/06/2017 8:22,434,Fairbanks Ct & Grand Ave,Millennium Park,Subscriber,Male,1965
221550,20/02/2017 8:15,20/02/2017 8:28,777,Woodlawn Ave & Lake Park Ave,University Ave & 57th St,Subscriber,Male,1965
16793,6/01/2017 20:23,6/01/2017 20:27,279,Sheffield Ave & Wellington Ave,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1990
571747,17/04/2017 11:26,17/04/2017 11:43,1012,Wood St & Taylor St,Orleans St & Ohio St,Subscriber,Male,1986
711092,2/05/2017 16:44,2/05/2017 17:06,1307,Mies van der Rohe Way & Chicago Ave,Lake Shore Dr & Belmont Ave,Customer,,
393400,24/03/2017 12:29,24/03/2017 12:48,1166,Southport Ave & Wellington Ave,Lake Shore Dr & North Blvd,Subscriber,Female,1984
1454517,25/06/2017 8:38,25/06/2017 8:49,640,Burnham Harbor,Fort Dearborn Dr & 31st St,Subscriber,Male,1967
1212399,10/06/2017 14:53,10/06/2017 15:26,1963,Morgan St & Lake St,Green St & Randolph St,Customer,,
1094613,3/06/2017 17:30,3/06/2017 18:03,1932,Marshfield Ave & Cortland St,Albany Ave & Bloomingdale Ave,Customer,,
1081012,2/06/2017 23:57,3/06/2017 0:01,196,Lincoln Ave & Leavitt St,Leavitt St & Lawrence Ave,Subscriber,Male,1973
1309333,16/06/2017 16:31,16/06/2017 16:34,180,Canal St & Madison St,Canal St & Madison St,Subscriber,Female,1991
1191766,9/06/2017 13:38,9/06/2017 13:57,1184,Orleans St & Merchandise Mart Plaza,Sedgwick St & Webster Ave,Subscriber,Male,1956
1470562,26/06/2017 5:48,26/06/2017 5:55,415,Peoria St & Jackson Blvd,LaSalle St & Adams St,Subscriber,Male,1992
427496,31/03/2017 8:25,31/03/2017 8:39,796,Clinton St & Jackson Blvd,Racine Ave (May St) & Fulton St,Subscriber,Male,1983
835329,15/05/2017 7:40,15/05/2017 7:53,790,Canal St & Madison St,Columbus Dr & Randolph St,Subscriber,Male,1968
1085268,3/06/2017 11:38,3/06/2017 11:51,743,Fairbanks Ct & Grand Ave,Streeter Dr & Grand Ave,Customer,,
891684,18/05/2017 18:42,18/05/2017 18:47,262,Dayton St & North Ave,Bissell St & Armitage Ave,Subscriber,Male,1979
52837,18/01/2017 21:57,18/01/2017 22:25,1670,St. Louis Ave & Balmoral Ave,Kedzie Ave & Palmer Ct,Subscriber,Male,1978
812487,13/05/2017 12:53,13/05/2017 13:29,2124,St. Clair St & Erie St,Theater on the Lake,Customer,,
1258288,13/06/2017 8:24,13/06/2017 8:36,704,Canal St & Monroe St (*),Rush St & Hubbard St,Subscriber,Male,1969
598304,19/04/2017 17:27,19/04/2017 17:39,721,Calumet Ave & 21st St,Michigan Ave & Jackson Blvd,Subscriber,Female,1989
1218504,10/06/2017 19:16,10/06/2017 19:25,528,Canal St & Madison St,Peoria St & Jackson Blvd,Subscriber,Female,1990
899010,19/05/2017 18:55,19/05/2017 19:11,980,Rush St & Superior St,Canal St & Adams St,Subscriber,Female,1962
58222,20/01/2017 8:33,20/01/2017 8:38,274,Kedzie Ave & Palmer Ct,California Ave & Milwaukee Ave,Subscriber,Female,1988
413784,28/03/2017 13:39,28/03/2017 13:45,339,Canal St & Madison St,Michigan Ave & Madison St,Subscriber,Male,1988
56772,19/01/2017 17:20,19/01/2017 17:34,837,Western Ave & Winnebago Ave,Western Ave & Walton St,Subscriber,Male,1956
